flight_id,airline,from_airport,to_airport,departure_time,arrival_time,duration_minutes,price,cabin,stops,available_seats
FL02428,Qantas,DXB,HYD,12:00,13:08,68,121,Economy,1,23
FL02429,WestJet,TPE,BOS,15:15,23:47,512,1055,Economy,1,136
FL02430,Shenzhen Airlines,SAN,PEK,23:25,05:17,352,606,Economy,1,21
FL02431,Avianca,ANC,RDU,01:00,02:08,68,160,Economy,0,248
FL02432,Aeromexico,EDI,BCN,03:55,18:55,900,1093,Economy,1,237
FL02433,Norwegian Air,DOH,BLR,19:40,07:26,706,1008,Economy,0,128
FL02434,Austrian Airlines,SEA,CMN,06:50,12:01,311,3707,First,1,17
FL02435,Finnair,CEB,PTY,08:30,16:15,465,1264,Business,0,241
FL02436,AirAsia,HEL,LGW,08:30,16:37,487,2416,Business,1,24
FL02437,Copa Airlines,KUL,SFO,23:00,13:34,874,2899,Business,1,233
FL02438,Austrian Airlines,HYD,CHC,20:15,05:45,570,4884,First,2,73
FL02439,IndiGo,DXB,BOS,16:25,01:42,557,1285,Economy,1,176
FL02440,Air Arabia,MRU,DEN,11:50,15:52,242,362,Economy,0,238
FL02441,flydubai,BCN,KWI,09:05,12:33,208,385,Economy,2,143
FL02442,Thai Airways,SFO,TLV,21:30,23:26,116,345,Premium Economy,0,249
FL02443,Garuda Indonesia,MRU,KWI,21:30,00:12,162,372,Economy,0,154
FL02444,Turkish Airlines,MEX,BCN,13:00,14:40,100,94,Economy,0,133
FL02445,Cathay Pacific,SEA,SAN,23:55,03:39,224,255,Economy,2,145
FL02446,Aeroflot,MSP,BNE,00:50,06:05,315,758,Economy,1,2
FL02447,Saudi Airlines,ADL,MSP,07:55,21:32,817,3238,Business,0,11
FL02448,Swiss International,CPT,CUN,13:15,04:32,917,9465,First,0,247
FL02449,Starlux Airlines,SIN,JED,07:00,13:59,419,690,Economy,1,160
FL02450,Ethiopian Airlines,PTY,CMN,08:15,14:58,403,2252,Business,0,125
FL02451,Delta Air Lines,CTS,YUL,03:55,16:15,740,4125,First,1,243
FL02452,Gulf Air,GRU,SZX,16:30,07:42,912,7579,First,2,239
FL02453,Austrian Airlines,SGN,XIY,08:05,19:26,681,4998,Business,2,104
FL02454,InterJet,PHX,DUB,15:35,06:29,894,1339,Premium Economy,0,15
FL02455,Qatar Airways,FCO,CEB,03:40,09:35,355,586,Economy,0,77
FL02456,WestJet,MIA,ORD,08:15,14:14,359,319,Economy,1,224
FL02457,Malaysia Airlines,DAC,IAD,10:50,18:58,488,1090,Economy,1,192
FL02458,China Southern,MNL,YYZ,05:00,12:34,454,872,Economy,0,72
FL02459,Korean Air,MAA,LAX,19:35,09:32,837,1515,Premium Economy,1,135
FL02460,Aeromexico,MIA,PDX,21:30,02:14,284,375,Economy,0,150
FL02461,South African Airways,STN,WLG,23:05,08:50,585,3139,Business,1,107
FL02462,Air India,AMS,KIX,00:25,15:37,912,882,Economy,0,11
FL02463,Delta Air Lines,GRU,HYD,11:20,15:25,245,1500,Business,0,205
FL02464,Lufthansa,GIG,ARN,12:00,18:03,363,667,Economy,2,108
FL02465,Kenya Airways,JFK,CPH,22:55,10:37,702,1602,Economy,0,14
FL02466,Turkish Airlines,LIM,YYZ,06:05,16:58,653,5599,First,2,159
FL02467,Cathay Pacific,PVG,BOM,01:00,05:19,259,1081,Business,2,208
FL02468,Thai Airways,IST,CPH,15:55,18:21,146,841,Business,0,166
FL02469,Air Baltic,PUS,PEK,20:30,12:20,950,7222,Business,1,240
FL02470,Air Seychelles,HAN,BKK,03:45,15:33,708,1454,Premium Economy,2,119
FL02471,Qatar Airways,TLV,CGK,02:15,10:28,493,1086,Premium Economy,0,42
FL02472,EgyptAir,ATL,AMS,17:40,05:57,737,9218,First,1,190
FL02473,Virgin Atlantic,DXB,BNA,19:00,07:57,777,2947,Business,0,106
FL02474,Lufthansa,JED,MSP,16:05,06:07,842,2486,Premium Economy,2,39
FL02475,Royal Jordanian,DFW,LIM,18:50,02:08,438,859,Premium Economy,0,30
FL02476,Czech Airlines,BOG,PPT,01:35,17:19,944,4566,Business,2,230
FL02477,Sky Airline,JFK,GRU,00:50,13:55,785,1583,Economy,0,90
FL02478,British Airways,STL,WLG,20:20,08:30,730,1661,Economy,0,196
FL02479,IndiGo,DEN,MXP,05:05,12:30,445,4389,First,1,98
FL02480,flydubai,KTM,HAN,21:35,22:40,65,94,Economy,0,174
FL02481,Saudi Airlines,MNL,MEL,03:15,13:51,636,2283,Premium Economy,2,93
FL02482,Finnair,SEA,MAA,03:30,09:20,350,769,Economy,0,1
FL02483,Frontier Airlines,RDU,LHR,01:50,11:30,580,1220,Economy,2,40
FL02484,SriLankan Airlines,LGW,MXP,03:45,13:41,596,4329,Business,1,73
FL02485,Etihad Airways,SVO,WLG,00:20,02:54,154,316,Economy,0,207
FL02486,Norwegian Air,DEL,CDG,01:10,03:38,148,675,Business,0,121
FL02487,SriLankan Airlines,CGK,CAN,22:15,02:56,281,543,Economy,2,220
FL02488,SAS Scandinavian,TLV,VIE,02:00,08:18,378,500,Premium Economy,0,194
FL02489,Vistara,EDI,ADL,04:35,13:57,562,1233,Economy,1,108
FL02490,EgyptAir,LAX,ACC,10:25,23:52,807,1694,Economy,2,35
FL02491,Kenya Airways,DEL,IAH,03:10,07:54,284,513,Economy,1,127
FL02492,Czech Airlines,CHC,AUH,04:30,19:49,919,2202,Economy,0,171
FL02493,Air Canada,PDX,YYZ,00:10,05:57,347,2371,Business,0,188
FL02494,GoFirst,DPS,MAN,14:10,15:32,82,368,Business,0,6
FL02495,Turkish Airlines,SAN,PTY,14:05,21:00,415,1929,Business,0,166
FL02496,Royal Air Maroc,NAN,ZRH,01:15,03:40,145,376,Premium Economy,0,58
FL02497,Oman Air,FRA,GIG,02:20,11:40,560,1254,Economy,1,171
FL02498,KLM,GRU,TPE,05:25,10:35,310,654,Economy,0,135
FL02499,Gulf Air,KIX,MIA,16:20,17:51,91,142,Economy,0,34
FL02500,Eurowings,LHR,IAH,21:15,00:27,192,988,Business,0,213
FL02501,Spirit Airlines,PTY,MCT,12:35,20:27,472,2982,Business,0,32
FL02502,Air Seychelles,MAD,DTW,15:45,17:23,98,233,Premium Economy,0,7
FL02503,Lion Air,BUD,SZX,05:00,17:35,755,1652,Premium Economy,0,60
FL02504,Aeroflot,PRG,JFK,21:40,12:39,899,5254,Business,0,51
FL02505,Finnair,HNL,BLR,14:30,19:38,308,1043,Premium Economy,0,174
FL02506,Gulf Air,DAR,GMP,15:40,02:34,654,1503,Economy,1,86
FL02507,Delta Air Lines,KWI,WAW,02:45,15:31,766,1736,Economy,0,200
FL02508,Southwest Airlines,PRG,MIA,12:55,03:57,902,921,Economy,1,46
FL02509,American Airlines,SYD,CUN,04:35,07:05,150,808,First,0,118
FL02510,GoFirst,DPS,SUV,15:05,23:03,478,824,Premium Economy,1,40
FL02511,Azul Airlines,CMB,IST,17:30,04:05,635,1105,Economy,0,44
FL02512,AirAsia,RUH,ANC,18:10,22:06,236,200,Economy,0,105
FL02513,Copa Airlines,CDG,DOH,12:20,21:32,552,1219,Economy,0,139
FL02514,Gulf Air,SIN,AKL,00:15,14:45,870,2171,Economy,1,49
FL02515,Czech Airlines,IAH,ICN,01:20,12:02,642,1168,Premium Economy,0,213
FL02516,LATAM Airlines,SAN,GRU,12:45,17:19,274,3388,First,1,112
FL02517,Volaris,EWR,MAN,07:40,08:30,50,85,Economy,1,8
FL02518,Avianca,CTU,MRU,11:45,00:56,791,1456,Economy,2,83
FL02519,Air Serbia,JED,BCN,04:35,17:17,762,1302,Premium Economy,1,46
FL02520,Cebu Pacific,MAA,EWR,12:15,18:56,401,765,Economy,0,197
FL02521,Air New Zealand,MSP,SYD,22:30,06:58,508,2390,Business,0,43
FL02522,Vietnam Airlines,TPA,YVR,11:15,22:02,647,1688,Premium Economy,1,160
FL02523,Gulf Air,CMB,AMS,16:40,00:50,490,2057,Business,0,191
FL02524,Aegean Airlines,PER,CGK,00:10,01:40,90,155,Economy,0,236
FL02525,Bamboo Airways,RUH,YUL,05:05,12:10,425,901,Economy,2,225
FL02526,Gol Airlines,MUC,NRT,18:00,04:43,643,760,Economy,2,89
FL02527,Spirit Airlines,SCL,ARN,05:15,12:06,411,375,Economy,0,95
FL02528,Turkish Airlines,TLV,KWI,23:15,05:45,390,500,Economy,1,174
FL02529,Air India,NRT,LIS,17:40,23:16,336,1064,Premium Economy,0,49
FL02530,Delta Air Lines,OSL,SCL,07:30,11:02,212,382,Economy,0,207
FL02531,Garuda Indonesia,SIN,KWI,17:50,22:31,281,905,Business,1,201
FL02532,Cathay Pacific,ATH,DUB,18:00,02:19,499,1060,Economy,1,100
FL02533,Turkish Airlines,LOS,DEN,07:35,15:11,456,518,Economy,0,79
FL02534,Delta Air Lines,CMB,MAN,00:30,04:21,231,418,Economy,1,164
FL02535,Gulf Air,HYD,PTY,03:45,06:45,180,199,Economy,0,179
FL02536,Royal Air Maroc,ZRH,AUH,23:30,02:26,176,423,Economy,1,70
FL02537,Austrian Airlines,AUS,ACC,16:50,00:23,453,889,Premium Economy,0,231
FL02538,Starlux Airlines,SEA,SIN,14:15,15:27,72,58,Economy,0,168
FL02539,Virgin Atlantic,ATH,LOS,06:10,18:57,767,751,Economy,0,58
FL02540,Qatar Airways,TLV,HAN,08:15,21:17,782,1651,Economy,0,163
FL02541,WestJet,RUH,NBO,01:40,16:56,916,2272,Premium Economy,2,118
FL02542,Air Arabia,SFO,PRG,04:25,16:59,754,2484,Premium Economy,2,39
FL02543,Pegasus Airlines,HYD,WLG,08:50,23:12,862,1679,Economy,1,138
FL02544,Air Serbia,CAI,GRU,00:20,14:15,835,7909,First,1,110
FL02545,Cebu Pacific,PER,KTM,06:15,19:55,820,893,Economy,1,142
FL02546,Korean Air,DTW,HAN,19:00,22:34,214,294,Economy,1,170
FL02547,Gol Airlines,SVO,DTW,16:25,04:01,696,1152,Economy,1,188
FL02548,Air Baltic,SCL,YUL,13:55,04:12,857,1381,Economy,1,44
FL02549,IndiGo,FRA,ATH,21:45,11:47,842,914,Economy,0,55
FL02550,Japan Airlines,ACC,CMB,12:10,22:23,613,2099,Business,0,89
FL02551,Vueling,LHR,JED,23:50,11:25,695,1035,Economy,1,76
FL02552,Vietnam Airlines,IAH,MEX,18:20,10:06,946,1046,Economy,0,217
FL02553,Aeromexico,YUL,YYZ,02:20,12:48,628,6127,First,1,201
FL02554,IndiGo,CDG,PUS,22:35,00:00,85,87,Economy,0,67
FL02555,AirAsia,BAH,BKK,06:10,08:03,113,182,Economy,0,10
FL02556,China Airlines,FRA,VIE,23:05,09:38,633,742,Economy,0,51
FL02557,Delta Air Lines,CUN,DEN,14:05,16:18,133,321,Economy,0,218
FL02558,Vistara,JFK,PEK,16:10,00:47,517,4620,First,0,102
FL02559,Malaysia Airlines,MAN,XIY,23:30,14:25,895,10967,First,1,111
FL02560,Azul Airlines,DFW,SZX,16:55,23:42,407,332,Economy,0,58
FL02561,Alaska Airlines,PDX,MEX,02:35,17:25,890,1355,Economy,0,57
FL02562,Alaska Airlines,CAI,PTY,03:00,14:43,703,5382,Business,1,72
FL02563,TAP Air Portugal,HYD,PHL,06:55,09:21,146,213,Economy,0,209
FL02564,Croatia Airlines,STN,IST,05:35,14:21,526,1009,Economy,0,92
FL02565,Aegean Airlines,RDU,HNL,22:15,12:29,854,1047,Economy,0,159
FL02566,GoFirst,PEK,MAN,15:25,06:48,923,4070,Business,1,112
FL02567,Kenya Airways,AMS,MAA,18:15,21:56,221,462,Premium Economy,0,225
FL02568,Philippine Airlines,YUL,STN,09:20,23:15,835,1047,Economy,1,43
FL02569,Aeroflot,BCN,ATH,10:15,19:33,558,1227,Economy,1,114
FL02570,China Southern,LHR,YVR,17:25,06:53,808,3059,Business,2,35
FL02571,Gol Airlines,HNL,ICN,05:15,14:48,573,1409,Premium Economy,1,16
FL02572,Bamboo Airways,CDG,DXB,16:25,03:50,685,1579,Economy,1,241
FL02573,Cathay Pacific,ATH,MEX,08:15,14:28,373,793,Economy,1,213
FL02574,Royal Air Maroc,NRT,BCN,08:50,16:52,482,681,Premium Economy,1,165
FL02575,Iberia,GMP,DOH,16:40,21:53,313,397,Economy,0,101
FL02576,Pegasus Airlines,DAC,BLR,20:25,12:09,944,4550,Business,2,217
FL02577,Royal Jordanian,STL,DFW,07:30,17:41,611,4636,Business,2,200
FL02578,Condor,BNE,DPS,22:05,07:41,576,825,Economy,1,155
FL02579,Austrian Airlines,NRT,SYD,22:10,08:45,635,1418,Economy,0,132
FL02580,Air France,CPT,AMM,20:40,03:59,439,585,Premium Economy,2,93
FL02581,British Airways,GMP,MSP,01:15,14:02,767,936,Economy,0,108
FL02582,Lufthansa,OSL,MXP,20:35,08:41,726,841,Economy,2,120
FL02583,Southwest Airlines,ATL,DEN,13:30,05:24,954,6892,Business,2,164
FL02584,China Airlines,MAN,BOM,16:35,02:00,565,1073,Economy,1,55
FL02585,Royal Jordanian,WLG,TLV,01:30,10:17,527,1750,Premium Economy,1,52
FL02586,SriLankan Airlines,JNB,YUL,19:40,09:19,819,2120,Premium Economy,0,189
FL02587,Singapore Airlines,LOS,DAR,20:20,06:49,629,2080,Business,2,177
FL02588,Avianca,TPA,SYD,17:30,07:18,828,2635,Premium Economy,0,221
FL02589,Lufthansa,XIY,PHX,06:10,21:14,904,817,Economy,0,195
FL02590,EgyptAir,YYZ,CDG,18:45,22:31,226,475,Economy,0,157
FL02591,Ethiopian Airlines,BOM,EWR,04:30,17:14,764,1030,Economy,2,52
FL02592,Cathay Pacific,VIE,PDX,00:40,08:38,478,1050,Economy,0,67
FL02593,Lion Air,YUL,KIX,00:15,13:15,780,1546,Economy,1,244
FL02594,Royal Jordanian,MUC,MAA,10:20,22:48,748,5939,Business,1,4
FL02595,China Southern,CAI,LGW,19:30,03:55,505,1363,Business,0,45
FL02596,Wingo,MEL,BAH,06:00,13:01,421,833,Premium Economy,1,41
FL02597,Philippine Airlines,DUB,VIE,23:20,11:19,719,8448,First,2,178
FL02598,Air Arabia,MIA,DEL,03:30,12:17,527,2787,Business,2,98
FL02599,Condor,DAC,DUB,03:25,19:14,949,1800,Economy,1,193
FL02600,Hainan Airlines,BKK,RUH,08:45,21:50,785,2409,Premium Economy,2,167
FL02601,Emirates,HYD,TLV,14:00,16:42,162,260,Economy,1,250
FL02602,Aer Lingus,IAD,GMP,14:00,18:13,253,215,Economy,1,8
FL02603,Delta Air Lines,MEL,TPA,16:10,03:10,660,1589,Economy,1,166
FL02604,Wizz Air,ADD,NBO,00:50,16:06,916,762,Economy,0,129
FL02605,Brussels Airlines,MCT,GIG,20:20,22:35,135,200,Premium Economy,0,108
FL02606,Malaysia Airlines,CAI,TPE,15:30,22:56,446,457,Economy,0,135
FL02607,WestJet,DEN,FRA,14:00,01:35,695,2320,Premium Economy,0,236
FL02608,Royal Jordanian,HNL,SCL,08:20,13:40,320,2057,First,1,97
FL02609,LOT Polish,GIG,HEL,21:35,22:26,51,275,First,0,191
FL02610,TAP Air Portugal,ADD,SEA,11:15,18:57,462,838,Economy,0,240
FL02611,flydubai,IAD,LIS,00:10,10:19,609,1428,Economy,1,103
FL02612,China Airlines,SYD,ARN,14:00,17:00,180,424,Economy,0,96
FL02613,Olympic Air,ACC,DEN,09:00,15:45,405,1817,Business,1,108
FL02614,Aegean Airlines,WAW,WLG,17:35,07:48,853,1214,Economy,2,173
FL02615,Air India,FRA,OSL,08:40,18:44,604,2028,Business,0,183
FL02616,Aeromexico,MCO,ADL,08:55,16:29,454,1088,Premium Economy,2,245
FL02617,GoFirst,ORD,VIE,12:35,23:38,663,1404,Economy,2,104
FL02618,Air New Zealand,LGW,AKL,09:45,00:26,881,1430,Economy,2,227
FL02619,Croatia Airlines,MEX,DEN,08:10,19:14,664,1123,Economy,0,246
FL02620,Qatar Airways,GMP,ORD,12:05,20:34,509,1228,Economy,1,104
FL02621,Aeroflot,CUN,EZE,18:45,06:43,718,1576,Economy,1,188
FL02622,Finnair,ARN,MAD,23:35,15:05,930,7299,Business,1,118
FL02623,China Airlines,PER,MCO,13:00,18:53,353,355,Economy,0,44
FL02624,EVA Air,PVG,HEL,03:25,07:34,249,1452,Business,1,249
FL02625,Air New Zealand,BLR,IAD,00:00,01:53,113,146,Economy,0,250
FL02626,Swiss International,STL,XIY,23:55,01:48,113,876,Business,0,166
FL02627,Azul Airlines,ZRH,NRT,18:05,22:32,267,1120,Business,0,132
FL02628,Austrian Airlines,PER,DAR,17:35,20:35,180,847,First,0,111
FL02629,TAP Air Portugal,MRU,TPE,21:55,00:58,183,238,Economy,0,158
FL02630,easyJet,BOS,KUL,10:15,11:31,76,134,Economy,0,109
FL02631,Starlux Airlines,MSP,RUH,17:45,01:20,455,2530,First,2,240
FL02632,Air India,NRT,DPS,00:05,08:55,530,1627,Premium Economy,0,239
FL02633,China Airlines,DXB,IAH,03:40,11:45,485,859,Economy,2,39
FL02634,SAS Scandinavian,SVO,JFK,09:35,14:43,308,309,Economy,0,57
FL02635,Royal Air Maroc,AKL,SCL,10:30,12:54,144,188,Premium Economy,0,126
FL02636,ANA,BOG,YUL,11:00,15:36,276,417,Economy,1,195
FL02637,Swiss International,CUN,PEK,19:55,10:55,900,2580,Premium Economy,1,151
FL02638,JetBlue Airways,BOG,NAN,01:15,07:05,350,715,Economy,1,218
FL02639,Gulf Air,CMN,EDI,19:00,09:03,843,1062,Economy,1,113
FL02640,Air Baltic,PUS,ORD,02:00,14:33,753,1673,Economy,1,19
FL02641,Aer Lingus,AKL,BNA,22:40,13:58,918,1953,Economy,0,123
FL02642,Vueling,CPH,YVR,02:20,09:05,405,940,Premium Economy,2,9
FL02643,RyanAir,AKL,HAN,11:40,01:04,804,751,Economy,1,24
FL02644,Avianca,DAR,MCO,19:30,07:40,730,1037,Economy,1,29
FL02645,Brussels Airlines,CTU,PVG,15:00,16:36,96,123,Economy,0,228
FL02646,Norwegian Air,CDG,CMN,03:40,09:07,327,2588,Business,2,63
FL02647,Japan Airlines,BOS,CUN,00:50,05:09,259,1491,Business,0,41
FL02648,RyanAir,ICN,CPH,17:40,01:13,453,889,Economy,0,248
FL02649,Vueling,AMS,PHX,04:30,10:44,374,638,Premium Economy,1,23
FL02650,Jazeera Airways,KTM,LGW,19:15,10:47,932,1068,Economy,0,184
FL02651,Alaska Airlines,PUS,DFW,06:45,15:29,524,686,Economy,2,128
FL02652,Olympic Air,CHC,BKK,13:35,15:03,88,467,Business,1,142
FL02653,Bamboo Airways,NAN,ICN,21:55,00:40,165,300,Economy,0,138
FL02654,Japan Airlines,LGW,BCN,21:10,11:45,875,1279,Economy,0,85
FL02655,Philippine Airlines,EDI,MCT,05:30,10:21,291,325,Economy,0,152
FL02656,Iberia,KIX,NRT,21:50,01:17,207,1193,First,0,153
FL02657,EgyptAir,BNA,JFK,08:25,21:18,773,984,Economy,1,178
FL02658,Icelandair,KUL,SFO,02:35,16:08,813,2361,Business,0,18
FL02659,Cebu Pacific,MCT,OSL,15:30,23:12,462,473,Economy,0,63
FL02660,Emirates,MRU,DAC,00:10,13:42,812,1180,Economy,1,77
FL02661,Air China,FRA,DFW,17:35,18:26,51,59,Economy,0,102
FL02662,Wingo,PVG,TLV,07:00,14:30,450,662,Economy,0,2
FL02663,Air New Zealand,DPS,PEK,20:05,07:52,707,4243,Business,0,2
FL02664,Frontier Airlines,ATL,LHR,18:05,21:38,213,305,Premium Economy,1,163
FL02665,China Eastern,HKG,SEA,19:20,01:52,392,418,Economy,0,241
FL02666,Garuda Indonesia,SAN,DPS,19:25,00:06,281,634,Economy,0,211
FL02667,Air France,GIG,SZX,22:40,06:45,485,423,Economy,2,118
FL02668,Iberia,SGN,PER,08:20,19:50,690,1990,Premium Economy,0,81
FL02669,Jazeera Airways,STN,LGW,10:15,19:46,571,544,Economy,1,161
FL02670,Aeroflot,ATL,CAN,16:15,21:50,335,1235,Premium Economy,1,195
FL02671,Air India,TLV,CTU,05:45,20:03,858,1686,Economy,0,126
FL02672,Norwegian Air,PER,BKK,12:00,16:45,285,1115,Premium Economy,0,207
FL02673,SAS Scandinavian,HNL,SFO,00:35,01:30,55,113,Premium Economy,1,39
FL02674,Singapore Airlines,HNL,KIX,11:05,18:04,419,694,Economy,0,95
FL02675,Etihad Airways,BOG,JFK,21:55,09:30,695,1679,Economy,1,207
FL02676,GoFirst,DOH,LOS,16:35,03:05,630,570,Economy,0,65
FL02677,Spirit Airlines,JNB,DEL,10:20,18:37,497,876,Economy,0,96
FL02678,Frontier Airlines,BUD,CGK,10:55,19:38,523,937,Economy,0,117
FL02679,Olympic Air,LAX,BOM,16:50,03:24,634,1728,Premium Economy,1,190
FL02680,AirAsia,NBO,KIX,10:30,02:21,951,959,Economy,0,225
FL02681,Avianca,DAR,PER,17:35,01:05,450,1244,Premium Economy,0,175
FL02682,Air Malta,STL,PVG,07:55,20:30,755,1217,Economy,1,187
FL02683,Aeromexico,MAA,BUD,20:05,06:27,622,2217,Business,0,92
FL02684,WestJet,DTW,SUV,04:55,17:43,768,1402,Economy,1,201
FL02685,Garuda Indonesia,DEN,FCO,12:20,17:30,310,1479,First,1,235
FL02686,WestJet,DEN,DAR,12:35,19:45,430,2544,Business,0,47
FL02687,Oman Air,PRG,YVR,07:45,20:36,771,825,Economy,1,222
FL02688,Air France,MCT,SEA,21:10,22:17,67,119,Economy,0,0
FL02689,China Airlines,MEL,ANC,05:40,11:10,330,428,Economy,0,76
FL02690,EVA Air,PER,AKL,04:45,05:39,54,185,Premium Economy,0,209
FL02691,LOT Polish,DAR,BLR,22:25,01:19,174,1292,Business,0,237
FL02692,Saudi Airlines,PHX,DAR,19:45,21:41,116,211,Premium Economy,1,31
FL02693,Air Mauritius,HKG,DXB,09:15,13:38,263,1635,Business,0,194
FL02694,Air New Zealand,DTW,BOS,14:35,19:03,268,307,Economy,0,226
FL02695,IndiGo,CHC,NRT,09:55,18:49,534,452,Economy,2,0
FL02696,KLM,FCO,CEB,01:25,12:39,674,898,Economy,1,203
FL02697,Aer Lingus,JNB,DEN,23:00,10:40,700,1122,Economy,1,186
FL02698,Kenya Airways,BKK,DFW,21:50,13:24,934,1436,Economy,1,93
FL02699,GoFirst,CHC,YVR,04:25,14:52,627,1488,Economy,2,110
FL02700,Air France,EWR,CDG,12:15,02:44,869,1446,Economy,2,162
FL02701,SpiceJet,KIX,BUD,09:45,18:08,503,2016,Business,1,165
FL02702,easyJet,FCO,RUH,18:55,08:48,833,8107,First,1,147
FL02703,LATAM Airlines,MAN,DEL,22:40,06:42,482,660,Premium Economy,1,227
FL02704,Azul Airlines,LOS,CDG,21:15,00:26,191,672,Premium Economy,1,111
FL02705,Air New Zealand,ADD,MAD,07:45,12:53,308,714,Economy,0,25
FL02706,Condor,EWR,DEL,03:25,14:40,675,2784,Business,2,58
FL02707,Emirates,HEL,FRA,05:50,14:16,506,1248,Premium Economy,1,235
FL02708,JetBlue Airways,YYZ,SFO,16:55,22:51,356,2729,Business,0,211
FL02709,IndiGo,YYZ,BAH,23:40,12:17,757,3961,Business,2,198
FL02710,Air New Zealand,WLG,SEA,16:50,02:54,604,1149,Economy,0,168
FL02711,Shenzhen Airlines,SVO,BNE,12:55,14:58,123,486,Premium Economy,0,185
FL02712,Air India,WAW,DPS,23:45,10:43,658,1126,Economy,2,69
FL02713,Aegean Airlines,SZX,SIN,16:30,04:58,748,1859,Premium Economy,0,198
FL02714,Royal Jordanian,CAN,SCL,00:45,16:08,923,3486,Premium Economy,0,101
FL02715,Pegasus Airlines,ATL,PVG,04:30,06:40,130,188,Economy,0,25
FL02716,China Southern,HNL,DAR,23:35,12:00,745,6803,First,2,84
FL02717,Finnair,ADL,XIY,11:35,18:20,405,392,Economy,2,65
FL02718,Gol Airlines,BNA,DTW,01:30,11:11,581,905,Economy,1,207
FL02719,Iberia,PUS,DFW,11:05,18:54,469,1088,Premium Economy,0,27
FL02720,LATAM Airlines,IAD,MEX,08:05,21:58,833,4451,Business,1,238
FL02721,Swiss International,ADD,JFK,06:15,16:01,586,2793,Business,1,109
FL02722,Norwegian Air,FRA,VIE,01:55,03:45,110,550,Business,1,104
FL02723,Starlux Airlines,SCL,PEK,08:10,12:32,262,437,Economy,0,44
FL02724,TAROM,PEK,AMM,19:55,05:47,592,698,Economy,2,198
FL02725,Frontier Airlines,MAN,BNE,18:00,04:42,642,1354,Economy,1,210
FL02726,Cebu Pacific,AUS,PPT,04:20,10:49,389,3088,Business,0,28
FL02727,Shenzhen Airlines,FCO,CEB,16:00,21:50,350,750,Premium Economy,0,52
FL02728,Aegean Airlines,HAN,DAC,09:40,10:39,59,166,Premium Economy,0,163
FL02729,Royal Jordanian,LIS,HEL,10:45,01:38,893,1667,Economy,1,35
FL02730,United Airlines,DTW,DXB,08:20,11:35,195,1187,Business,1,11
FL02731,China Southern,VIE,HYD,19:10,01:35,385,3564,First,1,222
FL02732,JetBlue Airways,FRA,STL,04:00,08:37,277,851,Business,1,170
FL02733,Azul Airlines,SAN,BNA,14:25,01:34,669,1520,Premium Economy,2,168
FL02734,RyanAir,CMN,BNE,23:20,11:48,748,4041,Business,0,0
FL02735,EVA Air,WLG,DFW,20:40,12:19,939,1384,Economy,1,240
FL02736,Cebu Pacific,EDI,JED,07:50,21:39,829,972,Economy,2,109
FL02737,Air Seychelles,HKG,CEB,22:45,12:24,819,1670,Premium Economy,1,214
FL02738,easyJet,NAN,SVO,14:15,02:56,761,612,Economy,1,215
FL02739,Air China,MXP,MAA,16:05,00:49,524,901,Economy,0,199
FL02740,China Eastern,MIA,KTM,18:20,02:09,469,2787,Business,0,5
FL02741,WestJet,HNL,IAD,23:10,03:40,270,516,Economy,0,159
FL02742,Austrian Airlines,WLG,SIN,07:35,19:55,740,5225,Business,0,181
FL02743,Copa Airlines,MSP,LOS,22:40,10:07,687,4140,Business,0,227
FL02744,Gulf Air,MAN,STL,22:20,00:17,117,348,Premium Economy,0,127
FL02745,Lion Air,LOS,LIM,17:40,05:04,684,2150,Premium Economy,2,191
FL02746,RyanAir,FCO,PDX,18:05,00:18,373,611,Economy,0,148
FL02747,RyanAir,JNB,DPS,22:50,06:14,444,2645,First,1,53
FL02748,Vietnam Airlines,CHC,BUD,13:15,22:57,582,780,Premium Economy,0,4
FL02749,Japan Airlines,RDU,XIY,18:30,06:52,742,730,Economy,0,161
FL02750,Air Serbia,HKG,AMM,17:05,20:28,203,482,Economy,1,138
FL02751,RyanAir,CAN,AUH,00:50,15:42,892,4652,Business,2,99
FL02752,KLM,HND,ATL,04:15,13:12,537,1141,Economy,1,36
FL02753,Hawaiian Airlines,CAN,VIE,22:40,10:43,723,1721,Economy,1,77
FL02754,Aeromexico,TPA,PEK,01:30,10:37,547,2374,Business,1,105
FL02755,Czech Airlines,LIS,EZE,14:00,04:24,864,1406,Economy,0,25
FL02756,Korean Air,YUL,MAD,10:50,12:18,88,172,Economy,0,112
FL02757,Air New Zealand,NRT,MNL,16:35,03:52,677,1977,Premium Economy,2,56
FL02758,Avianca,EDI,MAN,11:40,21:35,595,687,Economy,2,79
FL02759,Royal Air Maroc,MEL,CPT,20:55,23:24,149,1699,First,1,250
FL02760,Alaska Airlines,DAR,PVG,14:05,20:22,377,703,Economy,0,239
FL02761,AirAsia,DEL,HND,14:45,23:07,502,1376,Premium Economy,2,36
FL02762,Sky Airline,VIE,JNB,08:25,16:26,481,2569,Business,0,249
FL02763,Lufthansa,AUS,ADD,07:30,20:38,788,9773,First,2,208
FL02764,Saudi Airlines,AMS,MEL,04:45,10:56,371,599,Economy,1,129
FL02765,China Southern,FCO,ATL,15:25,23:53,508,1625,Premium Economy,0,232
FL02766,Air Canada,MIA,CLT,12:40,02:37,837,1726,Economy,1,34
